title,isbn,isbn13,genre,pages
"vittorio, the vampire (new tales of the vampires, #2)",5559609129,9785559609130.0,Fantasía,304
void moon,446694258,9780446694250.0,Thriller/Misterio,400
"voyager (outlander, #3)",385335997,9780385336000.0,Ficción histórica,1120
"w is for wasted (kinsey millhone, #23)",399158987,9780399158990.0,Thriller/Misterio,336
wait till helen comes,380704420,9780380704420.0,Horror,192
wait for it,,,Romance,371
"wait for me (against all odds, #1)",1468139339,9781468139330.0,Romance,386
"wait for you (wait for you, #1)",,2940016231920.0,Romance,337
waiter rant: thanks for the tip-confessions of a cynical waiter,61256684,9780061256680.0,Humor,304
waiting,375706410,9780375706420.0,Ficción,288
waiting for you,670011304,9780670011310.0,Romance,288
waiting for godot,,,Teatro,112
waiting for the barbarians,140283358,9780140283360.0,Ficción,156
waiting to be heard: a memoir,62217208,9780062217200.0,Biografía/Autobiografía,304
waiting to exhale (waiting to exhale #1),451217454,9780451217460.0,Ficción,416
"wake (wake, #1)",1416953574,9781416953580.0,Juvenil (Young Adult - YA),320
wake (watersong #1),,,Fantasía,320
"waking up married (waking up, #1)",,,"Romance",304
waking up: a guide to spirituality without religion,1451636016,9781451636020.0,Filosofía,256
walden,691096120,9780691096120.0,Literatura clásica,352
walden & civil disobedience,451529456,9780451529460.0,Literatura clásica,416
walk two moons,60739495,9780060739490.0,Juvenil (Young Adult - YA),288
"walking disaster (beautiful, #2)",1476712980,9781476712990.0,Romance,435
wall and piece,1844137872,9781844137880.0,Arte y fotografía,240
"wallbanger (cocktail, #1)",1623420024,9781623420020.0,Romance,296
wanted,1582404976,9781582404970.0,Thriller/Misterio,336
"wanted (pretty little liars, #8)",61566179,9780061566170.0,Juvenil (Young Adult - YA),320
"wanted (wanted, #1)",098870742X,9780988707400.0,Romance,288
war,446556246,9780446556250.0,Ficción,416
war brides,,,Ficción histórica,304
"war horse (war horse, #1)",439796636,9780439796640.0,Ficción histórica,176
war and peace,192833987,9780192833980.0,Literatura clásica,1440
"war and remembrance (the henry family, #2)",316954993,9780316954990.0,Ficción histórica,1040
"war of the twins (dragonlance: legends, #2)",786932171,9780786932180.0,Fantasía,352
"warbreaker (warbreaker, #1)",,,Fantasía,688
"warlock (ancient egypt, #3)",312980388,9780312980380.0,Ficción histórica,512
"warm bodies (warm bodies, #1)",99549344,9780099549340.0,Horror,256
warrior of the light,60527986,9780060527980.0,Religión y espiritualidad,160
washington square,451528719,9780451528710.0,Literatura clásica,224
washington's crossing,195170342,195170342.0,Historia,336
washington: a life,1594202664,9781594202670.0,Biografía/Autobiografía,904
wasted: a memoir of anorexia and bulimia,60858796,9780060858800.0,Biografía/Autobiografía,256
watchers,,9780425188800.0,Horror,352
watchmen,930289234,9780930289230.0,Fantasía,416
water for elephants,1565125606,9781565125600.0,Ficción,352
"waterfall (river of time, #1)",1434764338,9781434764330.0,Romance,336
"watermelon (walsh family, #1)",99489988,9780099489990.0,Romance,432
"watership down (watership down, #1)",038039586X,9780380395870.0,Fantasía,478
wave,,,Biografía/Autobiografía,304
way station,20248717,9780020248710.0,Ciencia ficción,224
way of the peaceful warrior: a book that changes lives,1932073205,9781932073200.0,Desarrollo personal,192
"waylander (the drenai saga, #3)",345379071,9780345379080.0,Fantasía,400
ways of seeing,140135154,9780140135150.0,Arte y fotografía,176
wayside school gets a little stranger (wayside school #3),747569118,9780747569110.0,Literatura infantil,176
wayside school is falling down (wayside school #2),380731509,9780380731500.0,Literatura infantil,176
"wayward (wayward pines, #2)",1477808701,9781477808700.0,Thriller/Misterio,304
we,140185852,9780140185850.0,Ciencia ficción,256
we are all completely beside ourselves,399162097,9780399162090.0,Ficción,320
we are called to rise,1476738963,9781476738960.0,Ficción,288
we are not ourselves,147675666X,9781476756660.0,Ficción,384
we are water,61941026,9780061941020.0,Ficción,304
we have always lived in the castle,143039970,9780143039980.0,Horror,214
we need new names,316230812,9780316230810.0,Ficción,289
we need to talk about kevin,006112429X,9780061124300.0,Thriller/Misterio,448
we never asked for wings,055339231X,9780553392320.0,Ficción,304
we should all be feminists,,,Ensayo,52
we were liars,,,Juvenil (Young Adult - YA),242
we were soldiers once... and young: ia drang - the battle that changed the war in vietnam,034547581X,9780345475820.0,Historia,480
we were the mulvaneys,452282829,9780452282830.0,Ficción,480
we wish to inform you that tomorrow we will be killed with our families,312243359,9780312243360.0,Historia,355
we the animals,547576722,9780547576720.0,Ficción,144
we the living,451187849,9780451187840.0,Ficción,432
"we'll always have summer (summer, #3)",1416995587,9781416995590.0,Juvenil (Young Adult - YA),288
we're all damaged,,,Ficción,288
we're going on a bear hunt,689853491,9780689853490.0,Literatura infantil,40
we3,1401204953,9781401204950.0,Ciencia ficción,104
weaveworld,7117140,9780007117150.0,Fantasía,736
"web of lies (elemental assassin, #2)",143914799X,9781439147990.0,Fantasía,400
wedding night,812984277,9780812984280.0,Romance,320
"welcome to dead house (goosebumps, #1)",439568471,9780439568470.0,Horror,128
welcome to night vale,62351427,9780062351420.0,Fantasía,400
"welcome to shadowhunter academy (tales from the shadowhunter academy, #1)",,,Fantasía,672
"welcome to temptation (dempseys, #1)",312932804,9780312932800.0,Romance,384
"welcome to the jungle (the dresden files, #0.5)",345507460,9780345507460.0,Fantasía,24
welcome to the monkey house,385333501,9780385333500.0,Ciencia ficción,304
"welcome to the world, baby girl! (elmwood springs, #1)",044900578X,9780449005780.0,Ficción,320
"well-schooled in murder (inspector lynley, #3)",553384813,9780553384820.0,Thriller/Misterio,496
wemberly worried,688170277,9780688170270.0,Literatura infantil,40
wench,006170654X,9780061706550.0,Ficción histórica,304
west side story,671725661,9780671725660.0,Teatro,144
west with the night,865471185,9780865471180.0,Biografía/Autobiografía,310
"wethering the storm (the storm, #2)",,,"Romance",320
what alice forgot,141043768,9780141043760.0,Ficción,432
what do you care what other people think?,393320928,9780393320920.0,Biografía/Autobiografía,256
what every body is saying: an ex-fbi agent's guide to speed-reading people,61438294,9780061438300.0,Psicología,256
what got you here won't get you there: how successful people become even more successful,,9781781251560.0,Desarrollo personal,224
what happened to goodbye,670012947,9780670012950.0,Juvenil (Young Adult - YA),432
what i know for sure,1250054052,9781250054050.0,Ensayo,240
what i loved,340682388,9780340682390.0,Ficción,352
what i talk about when i talk about running,307269191,9780307269200.0,Biografía/Autobiografía,192
what i thought was true,803739095,9780803739090.0,Juvenil (Young Adult - YA),384
what if?: serious scientific answers to absurd hypothetical questions,544272994,9780544273000.0,Ciencia,320
what is the what,1932416641,9781932416640.0,Ficción histórica,464
"what katy did (carr family, #1)",543904709,9780543904710.0,Literatura infantil,224
"what looks like crazy on an ordinary day (idlewild, #1)",038079487X,9780380794870.0,Ficción,224
what my mother doesn't know (what my mother doesn't know #1),689855532,9780689855540.0,Juvenil (Young Adult - YA),272
"what really happened in peru (the bane chronicles, #1)",1442494786,9781442494790.0,Fantasía,100
"what remains: a memoir of fate, friendship, and love",739458736,9780743276950.0,Biografía/Autobiografía,352
what she knew,62413864,9780062413860.0,Thriller/Misterio,352
what she left behind,758278454,9780758278460.0,Ficción histórica,352
what was she thinking? [notes on a scandal],312421990,9780312421990.0,Ficción,256
what we keep,345423291,9780345423290.0,Ficción,336
what we talk about when we talk about love,679723056,9780679723060.0,Literatura clásica,184
what the bleep do we know!?: discovering the endless possibilities for altering your everyday reality,075730334X,9780757303340.0,Religión y espiritualidad,352
what the dead know,61128856,9780061128850.0,Thriller/Misterio,400
what the dog saw and other adventures,316078573,9780316078570.0,Ensayo,400
what the night knows,553807722,9780553807720.0,Horror,416
what to expect when you're expecting,761121323,9780761121330.0,Salud y bienestar,656
what to expect the first year (what to expect),761129588,9780761129580.0,Salud y bienestar,832
what's eating gilbert grape,671038540,9780671038540.0,Ficción,208
what's so amazing about grace?,310245656,9780310245650.0,Religión y espiritualidad,256
what's the matter with kansas? how conservatives won the heart of america,080507774X,9780805077740.0,Ciencia política,334
"wheat belly: lose the wheat, lose the weight, and find your path back to health",1609611543,9781609611540.0,Salud y bienestar,304
when bad things happen to good people,1400034728,9781400034730.0,Religión y espiritualidad,160
"when beauty tamed the beast (fairy tales, #2)",62021273,9780062021270.0,Romance,384
when breath becomes air,,,Biografía/Autobiografía,224
"when calls the heart (canadian west, #1)",764200119,9780764200110.0,Ficción histórica,224
"when christ and his saints slept  (henry ii & eleanor of aquitaine, #1)",345396685,9780345396690.0,Ficción histórica,784
when crickets cry,1595540547,9781595540550.0,Ficción,304
when genius failed: the rise and fall of long-term capital management,375758259,9780375758260.0,Negocios y economía,256
when god was a rabbit,755379284,9780755379290.0,Ficción,384
"when he was wicked (bridgertons, #6)",60531231,9780060531230.0,Romance,384
when i found you,,,Ficción,352
when i'm gone,,,Romance,352
when it happens,670060291,9780670060290.0,Juvenil (Young Adult - YA),240
when nietzsche wept,60748125,9780060748130.0,Ficción histórica,304
when rabbit howls,515103292,9780515103300.0,Biografía/Autobiografía,400
when she woke,1565126297,9781565126300.0,Ciencia ficción,336
when things fall apart: heart advice for difficult times,1570623449,9781570623450.0,Religión y espiritualidad,160
when we were orphans,571225403,9780571225410.0,Ficción,336
"when we were very young (winnie-the-pooh, #3)",525444459,9780525444460.0,Literatura infantil,112
when will jesus bring the pork chops?,140130821X,9781401308220.0,Humor,272
"when will there be good news? (jackson brodie, #3)",316154857,9780316154860.0,Thriller/Misterio,336
when you are engulfed in flames,316143472,9780316143480.0,Ensayo,336
when you reach me,385737424,9780385737420.0,Juvenil (Young Adult - YA),198
"when the bough breaks (alex delaware, #1)",345466608,9780345466600.0,Thriller/Misterio,384
when the emperor was divine,385721811,9780385721810.0,Ficción histórica,144
when the game was ours,547225474,9780547225470.0,Deportes,272
"when the lion feeds (courtney, #1)",312940661,9780312940670.0,Ficción histórica,400
"when the wind blows (when the wind blows, #1)",446676438,9780446676430.0,Ciencia ficción,336
where are you now?,1416566384,9781416566380.0,Thriller/Misterio,400
where are the children?,1416507779,9781416507770.0,Thriller/Misterio,336
where eagles dare,1560254556,9781560254550.0,Aventuras,224
where good ideas come from: the natural history of innovation,1594487715,9781594487710.0,Negocios y economía,336
"where i belong (alabama summer, #1)",,,"Romance",300
where i'm calling from: new and selected stories,679722319,9780679722310.0,Ficción,352
where is god when it hurts?,310245729,9780310245730.0,Religión y espiritualidad,192
where men win glory: the odyssey of pat tillman,385522266,9780385522270.0,Biografía/Autobiografía,464
"where she went (if i stay, #2)",525422943,9780525422940.0,Juvenil (Young Adult - YA),272
where there's smoke,,,Romance,352
where they found her,62225464,9780062225470.0,Thriller/Misterio,304
where things come back,1442413336,9781442413340.0,Juvenil (Young Adult - YA),272
where we belong,312554192,9780312554190.0,Ficción,304
"where you are (between the lines, #2)",,,"Romance",304
where the heart is,446672211,9780446672210.0,Ficción,448
where the mountain meets the moon,316114278,9780316114270.0,Literatura infantil,320
where the red fern grows,375806814,9780375806810.0,Literatura infantil,256
where the sidewalk ends,60513039,9780060513030.0,Poesía,192
where the wild things are,99408392,9780099408390.0,Literatura infantil,40
"where'd you go, bernadette",316204277,9780316204280.0,Ficción,330
where's spot?,140504206,9780140504200.0,Literatura infantil,22
"whenever you go, there you are: mindfulness meditation in everyday life",1401307787,9781401307780.0,Desarrollo personal,224
while i was gone,345443284,9780345443280.0,Ficción,352
"while it lasts (sea breeze, #3)",,,"Romance",288
while my pretty one sleeps,671673688,9780671673680.0,Thriller/Misterio,320
while my sister sleeps,385524927,9780385524930.0,Ficción,320
whiskey beach,399159894,9780399159890.0,Thriller/Misterio,400
whispers,042520992X,9780425209930.0,Thriller/Misterio,336
"whispers under ground (peter grant, #3)",345524616,9780345524610.0,Fantasía,304
"whispers at moonrise (shadow falls, #4)",1250011914,9781250011920.0,Juvenil (Young Adult - YA),352
whistling past the graveyard,1476707723,9781476707720.0,Ficción,288
"white cat (curse workers, #1)",1416963960,9781416963970.0,Juvenil (Young Adult - YA),336
white fang,439236193,9780439236200.0,Literatura clásica,256
"white fire (pendergast, #13)",1455525839,9781455525840.0,Thriller/Misterio,400
white girl problems,1401324541,9781401324540.0,Humor,320
"white gold wielder (the second chronicles of thomas covenant, #3)",345418484,9780345418490.0,Fantasía,512
"white hot kiss (the dark elements, #1)",,,Juvenil (Young Adult - YA),416
"white night (the dresden files, #9)",451461401,9780451461410.0,Fantasía,352
white nights,,,Literatura clásica,128
white noise,140283307,9780140283300.0,Ficción,320
white oleander,316182540,9780316182550.0,Ficción,336
white teeth,375703861,9780375703870.0,Ficción,464
"white witch, black curse (the hollows, #7)",61138010,9780061138010.0,Fantasía,464
"white: the great pursuit (the circle, #3)",1595540350,9781595540360.0,Fantasía,320
whiteout,451215710,9780451215710.0,Thriller/Misterio,400
whitethorn woods,307265781,9780307265780.0,Ficción,304
"whitney, my love (westmoreland, #2)",1416530711,9781416530720.0,Romance,416
"who could that be at this hour? (all the wrong questions, #1)",316123080,9780316123080.0,Juvenil (Young Adult - YA),320
who do you love,145161781X,9781451617820.0,Romance,304
who moved my cheese?,91883768,9780091883770.0,Desarrollo personal,96
who will cry when you die? life lessons from the monk who sold his ferrari,1401900127,9781401900120.0,Desarrollo personal,224
who's afraid of virginia woolf?,451218590,9780451218600.0,Teatro,160
"whose body?  (lord peter wimsey, #1)",61043575,9780061043570.0,Thriller/Misterio,288
